scenario_id,source_video,scenario_file,odd_main_category,odd_events,num_odd_events,ego_avg_speed,ego_max_speed,ttc_min,ttc_mean,dto_min_vehicle,dto_min_pedestrian,collision_occurred,num_collision_agents,num_pedestrians,collision_time,collision_type,traffic_density,traffic_density_value,avg_num_vehicles,probability_of_collision,risk_ttc,risk_dto,illumination,visibility,precipitation_visible
scenario_0467__on_road_following__v1,video_24.mp4,/scenarios/scenario_0467.json,intersection,"['cut_in:left', 'crossing_vehicle']",2,49.62,59.94,2.33,4.52,0.34,1.56,True,1,0,0:01:13,side_impact,high,9.44,9.44,0.7211000000000001,0.533,0.993,night,poor,False
scenario_0468__roundabout__v2,video_108.mp4,/scenarios/scenario_0468.json,lane_change,['none'],0,31.59,53.03,7.05,11.5,15.35,11.1,False,0,0,,none,high,11.23,11.23,0.3679,0.0,0.693,day,good,False
scenario_0469__roundabout__v2,video_99.mp4,/scenarios/scenario_0469.json,roundabout,"['crossing_vehicle', 'pedestrian_near_ego_lane', 'interaction_present']",3,54.84,60.09,1.63,6.23,0.99,26.61,True,2,0,0:00:14,pedestrian,low,3.78,3.78,0.6786000000000001,0.674,0.98,dusk_dawn,poor,False
scenario_0470__on_road_following__v2,video_45.mp4,/scenarios/scenario_0470.json,intersection,['interaction_present'],1,56.76,74.48,3.56,5.39,5.31,11.59,False,0,0,,none,medium,7.7,7.7,0.5084,0.288,0.894,night,good,False
scenario_0471__lane_change__v1,video_104.mp4,/scenarios/scenario_0471.json,intersection,['none'],0,28.06,58.51,6.66,8.37,16.39,29.06,False,0,0,,none,high,10.92,10.92,0.3616,0.0,0.672,night,poor,False
scenario_0472__lane_change__v4,video_73.mp4,/scenarios/scenario_0472.json,intersection,['interaction_present'],1,31.74,68.25,9.14,14.25,19.68,13.78,False,0,0,,none,medium,7.81,7.81,0.3068,0.0,0.606,day,good,False
scenario_0473__lane_change__v3,video_20.mp4,/scenarios/scenario_0473.json,intersection,"['stop', 'crossing_vehicle']",2,62.87,107.06,0.59,3.88,1.11,8.75,True,2,0,0:01:35,side_impact,medium,5.36,5.36,0.7962,0.882,0.978,dusk_dawn,poor,False
scenario_0474__on_road_following__v2,video_77.mp4,/scenarios/scenario_0474.json,lane_change,['none'],0,71.36,105.95,13.71,19.34,4.19,19.92,False,0,0,,none,high,10.39,10.39,0.4348,0.0,0.916,dusk_dawn,moderate,False
scenario_0475__on_road_following__v4,video_117.mp4,/scenarios/scenario_0475.json,intersection,['none'],0,27.52,51.6,9.59,14.25,5.77,16.38,False,0,2,,none,high,13.32,13.32,0.4255,0.0,0.885,day,moderate,False
scenario_0476__on_road_following__v4,video_89.mp4,/scenarios/scenario_0476.json,on_road_following,['none'],0,21.53,37.33,13.14,17.1,4.42,7.36,False,0,3,,none,high,10.89,10.89,0.4336,0.0,0.912,dusk_dawn,good,False
scenario_0477__intersection__v1,video_57.mp4,/scenarios/scenario_0477.json,intersection,['none'],0,45.82,85.7,4.16,5.68,9.2,6.37,False,0,0,,none,low,3.08,3.08,0.352,0.168,0.816,day,moderate,False
scenario_0478__lane_change__v3,video_48.mp4,/scenarios/scenario_0478.json,on_road_following,['none'],0,42.13,55.94,5.82,9.9,13.48,6.08,False,0,0,,none,high,12.34,12.34,0.379,0.0,0.73,day,moderate,False
scenario_0479__roundabout__v4,video_21.mp4,/scenarios/scenario_0479.json,on_road_following,['interaction_present'],1,39.16,76.25,12.79,13.82,9.05,13.41,False,0,0,,none,high,9.54,9.54,0.4307,0.0,0.819,night,poor,True
scenario_0480__lane_change__v4,video_90.mp4,/scenarios/scenario_0480.json,roundabout,['none'],0,72.55,82.0,11.31,16.05,12.62,21.05,False,0,0,,none,high,13.55,13.55,0.3844,0.0,0.748,night,moderate,False
scenario_0481__lane_change__v2,video_47.mp4,/scenarios/scenario_0481.json,on_road_following,['none'],0,71.77,78.34,9.43,12.17,12.34,5.29,False,0,0,,none,low,0.73,0.73,0.2659,0.0,0.753,night,poor,False
scenario_0482__on_road_following__v3,video_53.mp4,/scenarios/scenario_0482.json,on_road_following,['none'],0,42.63,55.87,9.83,11.3,4.75,25.48,False,0,0,,none,low,3.75,3.75,0.3115,0.0,0.905,dusk_dawn,good,False
scenario_0483__lane_change__v2,video_26.mp4,/scenarios/scenario_0483.json,intersection,['none'],0,36.46,53.68,9.99,11.33,7.64,20.53,False,0,0,,none,medium,5.74,5.74,0.3540999999999999,0.0,0.847,night,poor,False
scenario_0484__roundabout__v3,video_42.mp4,/scenarios/scenario_0484.json,roundabout,['none'],0,53.33,69.42,13.48,17.73,10.57,11.37,False,0,0,,none,high,11.45,11.45,0.3967,0.0,0.789,dusk_dawn,good,True
scenario_0485__lane_change__v1,video_78.mp4,/scenarios/scenario_0485.json,roundabout,['none'],0,50.85,65.43,10.0,12.03,15.41,24.66,False,0,2,,none,low,1.16,1.16,0.2476,0.0,0.692,night,moderate,False
scenario_0486__on_road_following__v1,video_139.mp4,/scenarios/scenario_0486.json,on_road_following,['interaction_present'],1,26.66,62.41,10.85,13.87,10.46,20.89,False,0,0,,none,high,12.82,12.82,0.4223,0.0,0.791,night,poor,False
scenario_0487__on_road_following__v3,video_19.mp4,/scenarios/scenario_0487.json,intersection,"['cut_in:left', 'crossing_vehicle']",2,47.52,55.34,2.6,5.23,0.47,2.39,True,2,0,0:00:12,rear_end,medium,5.42,5.42,0.6397,0.481,0.991,dusk_dawn,poor,False
scenario_0488__lane_change__v1,video_33.mp4,/scenarios/scenario_0488.json,roundabout,['interaction_present'],1,33.7,46.62,6.12,8.54,11.07,9.13,False,0,2,,none,high,10.01,10.01,0.4187,0.0,0.779,night,moderate,False
scenario_0489__lane_change__v3,video_47.mp4,/scenarios/scenario_0489.json,intersection,['none'],0,46.57,78.03,9.26,10.78,15.09,5.74,False,0,0,,none,medium,6.7,6.7,0.3094,0.0,0.698,day,poor,False
scenario_0490__lane_change__v4,video_63.mp4,/scenarios/scenario_0490.json,on_road_following,['none'],0,41.82,86.48,6.27,11.5,15.79,20.94,False,0,0,,none,high,13.48,13.48,0.3652000000000001,0.0,0.684,day,moderate,False
scenario_0491__lane_change__v4,video_14.mp4,/scenarios/scenario_0491.json,roundabout,['interaction_present'],1,44.76,62.19,13.87,14.95,7.79,13.5,False,0,0,,none,medium,6.65,6.65,0.3782,0.0,0.844,night,poor,False
scenario_0492__on_road_following__v2,video_124.mp4,/scenarios/scenario_0492.json,intersection,['none'],0,36.11,44.07,12.36,14.94,3.69,11.6,False,0,0,,none,medium,7.32,7.32,0.3778,0.0,0.926,dusk_dawn,moderate,False
scenario_0493__roundabout__v3,video_83.mp4,/scenarios/scenario_0493.json,roundabout,['none'],0,66.41,71.85,3.17,7.88,11.3,19.74,False,0,0,,none,low,3.64,3.64,0.419,0.367,0.774,dusk_dawn,poor,False
scenario_0494__on_road_following__v1,video_46.mp4,/scenarios/scenario_0494.json,roundabout,"['pedestrian_near_ego_lane', 'cut_in:right', 'interaction_present']",3,33.47,74.29,1.87,7.25,0.47,1.18,True,2,1,0:01:34,side_impact,high,12.85,12.85,0.7827000000000002,0.626,0.991,day,poor,False
scenario_0495__roundabout__v2,video_121.mp4,/scenarios/scenario_0495.json,roundabout,"['cut_in:left', 'cut_in:right', 'crossing_vehicle']",3,41.33,58.19,1.16,2.9,1.09,14.27,True,1,0,0:01:44,pedestrian,high,10.58,10.58,0.8360000000000001,0.769,0.978,dusk_dawn,poor,False
scenario_0496__intersection__v3,video_127.mp4,/scenarios/scenario_0496.json,roundabout,['none'],0,56.1,72.54,7.62,10.32,12.73,13.92,False,0,0,,none,high,8.42,8.42,0.3835,0.0,0.745,dusk_dawn,moderate,False
scenario_0497__roundabout__v4,video_126.mp4,/scenarios/scenario_0497.json,on_road_following,['none'],0,41.43,81.83,4.59,6.11,6.2,21.16,False,0,0,,none,high,10.91,10.91,0.456,0.083,0.876,dusk_dawn,poor,False
scenario_0498__on_road_following__v4,video_36.mp4,/scenarios/scenario_0498.json,roundabout,"['interaction_present', 'crossing_vehicle']",2,60.85,71.01,1.45,3.92,1.4,2.42,True,1,2,0:02:48,side_impact,high,13.73,13.73,0.786,0.711,0.972,day,moderate,False
scenario_0499__roundabout__v1,video_32.mp4,/scenarios/scenario_0499.json,intersection,['none'],0,23.93,41.59,4.76,10.5,19.44,22.55,False,0,3,,none,medium,5.27,5.27,0.3025,0.048,0.611,night,moderate,False
scenario_0500__intersection__v3,video_18.mp4,/scenarios/scenario_0500.json,intersection,['none'],0,46.04,75.21,4.22,6.01,13.5,22.56,False,0,0,,none,high,12.92,12.92,0.4414,0.156,0.73,night,good,False
scenario_0501__lane_change__v1,video_111.mp4,/scenarios/scenario_0501.json,on_road_following,['none'],0,70.23,80.42,11.06,12.79,6.65,19.75,False,0,0,,none,low,3.06,3.06,0.3001,0.0,0.867,dusk_dawn,moderate,False
scenario_0502__intersection__v2,video_16.mp4,/scenarios/scenario_0502.json,intersection,['interaction_present'],1,52.78,82.66,5.3,9.14,10.01,23.04,False,0,0,,none,low,2.96,2.96,0.305,0.0,0.8,dusk_dawn,good,False
scenario_0503__intersection__v1,video_2.mp4,/scenarios/scenario_0503.json,intersection,['none'],0,43.9,58.89,9.8,11.62,17.77,26.34,False,0,0,,none,high,10.38,10.38,0.3535,0.0,0.645,day,good,False
scenario_0504__roundabout__v1,video_138.mp4,/scenarios/scenario_0504.json,intersection,['none'],0,74.05,97.4,8.71,12.97,3.36,27.64,False,0,0,,none,high,13.23,13.23,0.4399,0.0,0.933,night,moderate,True
scenario_0505__roundabout__v2,video_83.mp4,/scenarios/scenario_0505.json,on_road_following,"['crossing_vehicle', 'stop', 'cut_in:right']",3,45.1,70.92,0.89,5.18,1.65,18.11,True,1,0,0:02:49,rear_end,low,0.52,0.52,0.7343,0.823,0.967,night,good,True
scenario_0506__on_road_following__v3,video_17.mp4,/scenarios/scenario_0506.json,on_road_following,['none'],0,33.84,71.54,6.84,8.97,3.4,17.47,False,0,1,,none,high,10.94,10.94,0.4396,0.0,0.932,day,poor,False
scenario_0507__on_road_following__v3,video_40.mp4,/scenarios/scenario_0507.json,lane_change,"['interaction_present', 'pedestrian_near_ego_lane', 'crossing_vehicle']",3,24.69,36.03,1.18,5.5,1.74,16.05,True,2,0,0:01:18,pedestrian,low,1.46,1.46,0.7101,0.764,0.965,night,moderate,True
scenario_0508__on_road_following__v1,video_59.mp4,/scenarios/scenario_0508.json,on_road_following,['none'],0,48.17,70.68,10.96,16.25,18.78,9.6,False,0,0,,none,medium,4.96,4.96,0.2872,0.0,0.624,dusk_dawn,good,False
scenario_0509__on_road_following__v4,video_49.mp4,/scenarios/scenario_0509.json,intersection,['none'],0,64.5,71.11,7.86,11.51,14.91,22.17,False,0,0,,none,high,10.98,10.98,0.3706,0.0,0.702,dusk_dawn,good,False
scenario_0510__roundabout__v1,video_103.mp4,/scenarios/scenario_0510.json,lane_change,['interaction_present'],1,49.32,91.66,7.8,11.58,15.97,16.23,False,0,0,,none,high,12.92,12.92,0.3893000000000001,0.0,0.681,dusk_dawn,moderate,False
scenario_0511__lane_change__v3,video_24.mp4,/scenarios/scenario_0511.json,intersection,['interaction_present'],1,50.97,95.55,3.97,8.53,4.05,14.66,False,0,0,,none,high,13.63,13.63,0.5435,0.207,0.919,night,moderate,False
scenario_0512__intersection__v1,video_109.mp4,/scenarios/scenario_0512.json,roundabout,['none'],0,19.19,50.94,3.37,6.81,17.89,22.98,False,0,0,,none,high,12.11,12.11,0.4834,0.327,0.642,dusk_dawn,good,False
scenario_0513__lane_change__v3,video_91.mp4,/scenarios/scenario_0513.json,intersection,['interaction_present'],1,32.66,49.53,5.77,9.86,10.39,27.06,False,0,0,,none,low,2.4,2.4,0.3026,0.0,0.792,night,good,False
scenario_0514__on_road_following__v4,video_22.mp4,/scenarios/scenario_0514.json,lane_change,"['cut_in:left', 'interaction_present', 'cut_in:right']",3,43.65,49.73,1.33,5.36,1.65,17.88,True,1,0,0:01:13,pedestrian,low,1.14,1.14,0.6987000000000001,0.734,0.967,night,poor,False
scenario_0515__roundabout__v3,video_126.mp4,/scenarios/scenario_0515.json,on_road_following,['interaction_present'],1,40.56,54.0,11.64,16.7,8.22,22.64,False,0,0,,none,low,1.99,1.99,0.3157999999999999,0.0,0.836,dusk_dawn,moderate,False
scenario_0516__on_road_following__v2,video_107.mp4,/scenarios/scenario_0516.json,lane_change,['none'],0,65.7,74.03,5.14,10.39,8.05,9.06,False,0,0,,none,high,9.72,9.72,0.4117,0.0,0.839,dusk_dawn,poor,False
scenario_0517__lane_change__v4,video_134.mp4,/scenarios/scenario_0517.json,roundabout,['interaction_present'],1,36.67,70.17,5.32,7.93,18.83,28.84,False,0,0,,none,low,1.67,1.67,0.2519,0.0,0.623,night,moderate,False
scenario_0518__lane_change__v2,video_121.mp4,/scenarios/scenario_0518.json,roundabout,['none'],0,28.66,48.01,13.34,15.54,17.52,23.97,False,0,0,,none,medium,6.6,6.6,0.295,0.0,0.65,dusk_dawn,moderate,False
scenario_0519__on_road_following__v3,video_81.mp4,/scenarios/scenario_0519.json,intersection,['none'],0,40.98,47.4,4.59,6.15,12.38,6.38,False,0,0,,none,high,8.04,8.04,0.4184,0.082,0.752,day,good,False
scenario_0520__intersection__v3,video_110.mp4,/scenarios/scenario_0520.json,on_road_following,['stop'],1,66.66,108.86,1.84,2.87,1.67,13.52,True,2,0,0:02:18,side_impact,high,10.85,10.85,0.7279,0.632,0.967,day,moderate,False
scenario_0521__roundabout__v1,video_1.mp4,/scenarios/scenario_0521.json,lane_change,['none'],0,30.47,48.88,9.15,11.89,10.36,10.72,False,0,0,,none,high,10.17,10.17,0.3979,0.0,0.793,day,moderate,False
scenario_0522__on_road_following__v4,video_133.mp4,/scenarios/scenario_0522.json,intersection,['none'],0,41.01,74.44,7.62,11.65,6.81,22.36,False,0,3,,none,high,9.53,9.53,0.4192,0.0,0.864,night,good,True
scenario_0523__roundabout__v2,video_27.mp4,/scenarios/scenario_0523.json,intersection,['none'],0,25.82,52.1,3.75,7.23,6.53,8.35,False,0,0,,none,medium,5.21,5.21,0.4607,0.25,0.869,dusk_dawn,good,True
scenario_0524__roundabout__v3,video_133.mp4,/scenarios/scenario_0524.json,intersection,['none'],0,74.35,85.1,4.11,6.77,4.45,20.36,False,0,0,,none,medium,7.6,7.6,0.4440999999999999,0.177,0.911,dusk_dawn,poor,False
scenario_0525__lane_change__v4,video_80.mp4,/scenarios/scenario_0525.json,intersection,['interaction_present'],1,23.62,64.41,8.18,13.6,17.0,28.98,False,0,0,,none,medium,5.9,5.9,0.323,0.0,0.66,dusk_dawn,good,False
scenario_0526__roundabout__v3,video_36.mp4,/scenarios/scenario_0526.json,lane_change,['none'],0,48.85,83.76,11.34,16.77,10.31,19.25,False,0,0,,none,medium,7.33,7.33,0.3382,0.0,0.794,night,poor,False
scenario_0527__on_road_following__v1,video_32.mp4,/scenarios/scenario_0527.json,intersection,['none'],0,67.63,88.94,7.44,10.33,10.38,5.87,False,0,0,,none,high,10.63,10.63,0.3976,0.0,0.792,dusk_dawn,moderate,False
scenario_0528__on_road_following__v2,video_33.mp4,/scenarios/scenario_0528.json,lane_change,['interaction_present'],1,69.38,78.22,4.77,8.81,14.75,5.61,False,0,0,,none,high,12.13,12.13,0.4149,0.046,0.705,dusk_dawn,poor,False
scenario_0529__on_road_following__v3,video_110.mp4,/scenarios/scenario_0529.json,on_road_following,['interaction_present'],1,74.16,89.51,10.17,12.51,5.31,5.43,False,0,0,,none,high,12.72,12.72,0.4532,0.0,0.894,night,good,False
scenario_0530__on_road_following__v2,video_45.mp4,/scenarios/scenario_0530.json,roundabout,['none'],0,41.18,73.8,7.95,13.72,17.3,5.01,False,0,0,,none,medium,7.74,7.74,0.2962,0.0,0.654,dusk_dawn,poor,False
scenario_0531__roundabout__v3,video_92.mp4,/scenarios/scenario_0531.json,roundabout,['none'],0,45.21,71.67,6.04,10.18,11.71,15.29,False,0,0,,none,medium,6.6,6.6,0.3298,0.0,0.766,night,poor,False
scenario_0532__lane_change__v3,video_133.mp4,/scenarios/scenario_0532.json,on_road_following,['none'],0,74.5,100.48,9.56,10.91,9.09,27.93,False,0,0,,none,medium,4.97,4.97,0.3454,0.0,0.818,day,moderate,False
scenario_0533__roundabout__v1,video_52.mp4,/scenarios/scenario_0533.json,roundabout,['none'],0,53.8,66.56,5.91,8.9,6.21,19.05,False,0,0,,none,high,10.28,10.28,0.4228,0.0,0.876,night,good,False
scenario_0534__roundabout__v3,video_97.mp4,/scenarios/scenario_0534.json,intersection,['none'],0,22.08,60.75,8.75,13.35,3.15,19.57,False,0,0,,none,low,2.09,2.09,0.3211,0.0,0.937,day,good,False
scenario_0535__roundabout__v3,video_49.mp4,/scenarios/scenario_0535.json,lane_change,['interaction_present'],1,34.89,47.02,10.37,13.55,5.28,8.21,False,0,2,,none,high,13.07,13.07,0.4532,0.0,0.894,night,poor,False
scenario_0536__roundabout__v3,video_66.mp4,/scenarios/scenario_0536.json,roundabout,['interaction_present'],1,62.85,99.79,4.78,6.09,13.47,11.51,False,0,0,,none,low,2.25,2.25,0.3019,0.044,0.731,dusk_dawn,poor,False
scenario_0537__intersection__v1,video_96.mp4,/scenarios/scenario_0537.json,on_road_following,['interaction_present'],1,22.39,33.12,9.87,13.85,16.58,12.58,False,0,0,,none,medium,5.91,5.91,0.3254,0.0,0.668,day,moderate,False
scenario_0538__on_road_following__v2,video_8.mp4,/scenarios/scenario_0538.json,on_road_following,['none'],0,61.64,99.29,8.61,11.22,5.87,19.34,False,0,0,,none,high,13.58,13.58,0.4249,0.0,0.883,day,good,False
scenario_0539__intersection__v4,video_42.mp4,/scenarios/scenario_0539.json,on_road_following,['none'],0,61.27,101.37,10.62,13.57,17.99,24.67,False,0,0,,none,high,13.35,13.35,0.352,0.0,0.64,dusk_dawn,good,False
scenario_0540__on_road_following__v1,video_133.mp4,/scenarios/scenario_0540.json,intersection,['none'],0,70.48,90.44,8.26,11.48,8.53,15.6,False,0,0,,none,medium,7.16,7.16,0.3487,0.0,0.829,day,poor,False
scenario_0541__on_road_following__v4,video_57.mp4,/scenarios/scenario_0541.json,intersection,['none'],0,28.0,50.9,11.27,15.38,3.05,25.6,False,0,0,,none,medium,5.68,5.68,0.3816999999999999,0.0,0.939,night,good,False
scenario_0542__on_road_following__v1,video_122.mp4,/scenarios/scenario_0542.json,roundabout,['none'],0,38.38,48.09,8.01,11.95,7.03,16.8,False,0,0,,none,high,9.4,9.4,0.4177,0.0,0.859,day,poor,False
scenario_0543__on_road_following__v4,video_107.mp4,/scenarios/scenario_0543.json,roundabout,['interaction_present'],1,54.79,94.29,8.73,11.04,17.47,26.49,False,0,0,,none,low,0.75,0.75,0.2603,0.0,0.651,night,poor,False
scenario_0544__on_road_following__v1,video_5.mp4,/scenarios/scenario_0544.json,roundabout,"['cut_in:left', 'stop']",2,57.13,82.67,2.54,6.69,1.31,27.42,True,2,0,0:01:15,pedestrian,medium,5.48,5.48,0.639,0.492,0.974,dusk_dawn,poor,False
scenario_0545__lane_change__v3,video_9.mp4,/scenarios/scenario_0545.json,lane_change,['none'],0,74.61,98.48,3.71,9.51,4.13,22.47,False,0,3,,none,high,11.96,11.96,0.5383,0.258,0.917,dusk_dawn,poor,False
scenario_0546__roundabout__v4,video_5.mp4,/scenarios/scenario_0546.json,roundabout,['interaction_present'],1,73.83,84.61,6.28,10.27,15.33,27.32,False,0,0,,none,high,10.78,10.78,0.3929,0.0,0.693,night,good,True
scenario_0547__lane_change__v3,video_95.mp4,/scenarios/scenario_0547.json,intersection,['none'],0,22.99,31.82,8.77,9.78,16.09,23.03,False,0,0,,none,medium,6.99,6.99,0.3034,0.0,0.678,day,moderate,False
scenario_0548__on_road_following__v2,video_114.mp4,/scenarios/scenario_0548.json,on_road_following,['none'],0,51.24,74.92,3.47,6.65,9.14,11.96,False,0,0,,none,low,0.78,0.78,0.4071,0.305,0.817,night,poor,False
scenario_0549__lane_change__v2,video_108.mp4,/scenarios/scenario_0549.json,lane_change,['none'],0,64.96,103.95,9.01,11.3,12.9,24.82,False,0,0,,none,low,2.11,2.11,0.2626,0.0,0.742,dusk_dawn,poor,False
scenario_0550__roundabout__v4,video_137.mp4,/scenarios/scenario_0550.json,roundabout,['none'],0,18.04,46.51,9.99,15.2,5.85,17.2,False,0,0,,none,low,2.55,2.55,0.3048999999999999,0.0,0.883,night,moderate,False
scenario_0551__roundabout__v3,video_140.mp4,/scenarios/scenario_0551.json,roundabout,['interaction_present'],1,32.49,49.89,11.32,14.07,9.06,8.46,False,0,0,,none,high,9.85,9.85,0.4307,0.0,0.819,dusk_dawn,moderate,False
scenario_0552__lane_change__v2,video_41.mp4,/scenarios/scenario_0552.json,on_road_following,['none'],0,67.42,93.06,10.74,12.35,19.28,13.13,False,0,0,,none,medium,4.28,4.28,0.2842,0.0,0.614,dusk_dawn,good,False
scenario_0553__roundabout__v1,video_123.mp4,/scenarios/scenario_0553.json,roundabout,['none'],0,71.54,80.45,4.89,7.4,15.8,14.2,False,0,0,,none,medium,5.65,5.65,0.3144,0.023,0.684,day,moderate,False
scenario_0554__roundabout__v1,video_68.mp4,/scenarios/scenario_0554.json,intersection,['none'],0,25.85,46.78,11.03,13.62,10.56,5.83,False,0,0,,none,high,12.96,12.96,0.3967,0.0,0.789,dusk_dawn,moderate,False
scenario_0555__roundabout__v1,video_122.mp4,/scenarios/scenario_0555.json,roundabout,['none'],0,29.12,59.07,10.96,14.21,10.03,11.31,False,0,0,,none,high,13.81,13.81,0.3997,0.0,0.799,day,poor,False
scenario_0556__roundabout__v2,video_105.mp4,/scenarios/scenario_0556.json,on_road_following,['none'],0,29.65,72.01,13.83,19.02,11.94,12.57,False,0,0,,none,medium,7.84,7.84,0.3283,0.0,0.761,day,poor,False
scenario_0557__lane_change__v1,video_136.mp4,/scenarios/scenario_0557.json,roundabout,['interaction_present'],1,20.47,63.3,9.2,10.72,7.87,24.2,False,0,0,,none,medium,4.07,4.07,0.3779,0.0,0.843,day,poor,False
scenario_0558__intersection__v2,video_65.mp4,/scenarios/scenario_0558.json,lane_change,['none'],0,68.53,106.76,13.07,14.93,19.59,15.08,False,0,0,,none,high,13.07,13.07,0.3424,0.0,0.608,day,poor,True
scenario_0559__roundabout__v1,video_1.mp4,/scenarios/scenario_0559.json,lane_change,['interaction_present'],1,32.52,68.76,4.88,9.6,9.52,27.6,False,0,0,,none,medium,4.58,4.58,0.378,0.025,0.81,dusk_dawn,moderate,False
scenario_0560__lane_change__v1,video_115.mp4,/scenarios/scenario_0560.json,intersection,['none'],0,69.53,81.78,12.07,16.81,18.03,6.95,False,0,0,,none,low,0.97,0.97,0.2317,0.0,0.639,dusk_dawn,moderate,False
scenario_0561__intersection__v3,video_18.mp4,/scenarios/scenario_0561.json,roundabout,['interaction_present'],1,72.26,113.59,8.67,14.39,8.16,18.61,False,0,0,,none,low,0.8,0.8,0.3161,0.0,0.837,dusk_dawn,poor,False
scenario_0562__lane_change__v4,video_59.mp4,/scenarios/scenario_0562.json,roundabout,['none'],0,34.45,78.25,9.31,12.29,5.88,18.79,False,0,1,,none,medium,6.54,6.54,0.3646,0.0,0.882,dusk_dawn,good,False
scenario_0563__on_road_following__v3,video_129.mp4,/scenarios/scenario_0563.json,roundabout,['none'],0,32.22,59.13,6.83,12.47,7.54,14.64,False,0,0,,none,high,13.81,13.81,0.4147,0.0,0.849,night,poor,False
scenario_0564__roundabout__v2,video_82.mp4,/scenarios/scenario_0564.json,on_road_following,['none'],0,50.07,82.42,12.79,18.49,2.37,18.01,False,0,0,,none,low,2.58,2.58,0.3258999999999999,0.0,0.953,day,moderate,False
scenario_0565__on_road_following__v3,video_37.mp4,/scenarios/scenario_0565.json,on_road_following,['none'],0,32.76,43.75,6.9,9.49,8.47,18.34,False,0,0,,none,high,13.65,13.65,0.4093,0.0,0.831,dusk_dawn,moderate,False
scenario_0566__on_road_following__v4,video_25.mp4,/scenarios/scenario_0566.json,intersection,['none'],0,38.58,71.2,6.7,10.1,2.89,29.98,False,0,0,,none,high,8.4,8.4,0.4426,0.0,0.942,night,moderate,False
scenario_0567__on_road_following__v1,video_49.mp4,/scenarios/scenario_0567.json,roundabout,['none'],0,55.29,89.74,11.81,16.78,17.8,25.25,False,0,0,,none,low,3.87,3.87,0.2332,0.0,0.644,night,moderate,False
scenario_0568__on_road_following__v2,video_98.mp4,/scenarios/scenario_0568.json,lane_change,['none'],0,33.26,42.9,4.05,8.37,12.4,10.94,False,0,0,,none,high,9.52,9.52,0.4616,0.19,0.752,night,poor,False
scenario_0569__lane_change__v2,video_110.mp4,/scenarios/scenario_0569.json,roundabout,['none'],0,25.98,43.42,7.96,9.57,4.15,20.18,False,0,0,,none,low,2.78,2.78,0.3151,0.0,0.917,night,moderate,False
scenario_0570__on_road_following__v4,video_124.mp4,/scenarios/scenario_0570.json,roundabout,['interaction_present'],1,30.13,67.96,13.22,17.29,15.27,8.01,False,0,1,,none,low,1.46,1.46,0.2735,0.0,0.695,day,good,False
scenario_0571__lane_change__v4,video_133.mp4,/scenarios/scenario_0571.json,lane_change,['none'],0,37.64,73.14,4.86,5.87,14.4,15.09,False,0,1,,none,high,11.56,11.56,0.3844,0.027,0.712,night,good,True
scenario_0572__lane_change__v3,video_125.mp4,/scenarios/scenario_0572.json,on_road_following,['interaction_present'],1,48.57,72.09,8.73,13.18,2.69,9.61,False,0,0,,none,high,10.67,10.67,0.4688,0.0,0.946,night,moderate,False
scenario_0573__on_road_following__v3,video_10.mp4,/scenarios/scenario_0573.json,on_road_following,['none'],0,24.63,62.26,10.16,12.28,12.25,6.18,False,0,0,,none,high,9.8,9.8,0.3865,0.0,0.755,day,poor,False
scenario_0574__on_road_following__v3,video_63.mp4,/scenarios/scenario_0574.json,intersection,"['crossing_vehicle', 'pedestrian_near_ego_lane', 'cut_in:right']",3,44.61,64.11,0.83,3.0,0.52,19.59,True,2,0,0:02:33,pedestrian,medium,5.92,5.92,0.806,0.835,0.99,day,good,False
scenario_0575__on_road_following__v2,video_119.mp4,/scenarios/scenario_0575.json,on_road_following,"['interaction_present', 'cut_in:right']",2,54.8,85.93,1.9,7.51,0.5,6.71,True,2,0,0:02:23,side_impact,high,11.02,11.02,0.7554000000000001,0.621,0.99,night,good,False
scenario_0576__on_road_following__v3,video_113.mp4,/scenarios/scenario_0576.json,intersection,['interaction_present'],1,25.18,55.7,13.6,17.75,11.86,21.84,False,0,0,,none,high,11.49,11.49,0.4139,0.0,0.763,day,good,False
scenario_0577__intersection__v1,video_87.mp4,/scenarios/scenario_0577.json,intersection,['none'],0,46.33,55.36,10.03,14.08,18.24,29.15,False,0,0,,none,low,1.42,1.42,0.2305,0.0,0.635,dusk_dawn,good,False
scenario_0578__roundabout__v1,video_50.mp4,/scenarios/scenario_0578.json,roundabout,['none'],0,45.1,82.59,4.33,8.27,8.85,12.76,False,0,0,,none,high,9.79,9.79,0.4605,0.134,0.823,day,moderate,False
scenario_0579__lane_change__v1,video_28.mp4,/scenarios/scenario_0579.json,intersection,['none'],0,56.46,90.87,13.59,15.67,11.25,6.22,False,0,0,,none,high,12.25,12.25,0.3925,0.0,0.775,dusk_dawn,poor,True
scenario_0580__roundabout__v4,video_119.mp4,/scenarios/scenario_0580.json,lane_change,"['cut_in:left', 'cut_in:right', 'pedestrian_near_ego_lane']",3,34.42,73.61,2.66,7.23,1.58,29.4,True,1,0,0:02:45,rear_end,medium,5.88,5.88,0.6526000000000001,0.468,0.968,day,moderate,False
scenario_0581__on_road_following__v2,video_59.mp4,/scenarios/scenario_0581.json,roundabout,['none'],0,18.08,51.53,7.7,9.82,17.72,5.21,False,0,0,,none,low,2.91,2.91,0.2338,0.0,0.646,day,good,False
